window,year,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share
jan_aug,2024,material_origin,generative_model,833,1683,0,1683,0.494949494949495,1,1682,833,0.495243757431629
jan_aug,2024,material_origin,human_or_real_world,1452,1683,0,1683,0.8627450980392157,1,1682,1452,0.8632580261593341
jan_aug,2024,material_origin,not_reported,1,1683,0,1683,0.0005941770647653001,1,1682,0,0.0
jan_aug,2024,material_origin,program_or_simulation,421,1683,0,1683,0.2501485442661913,1,1682,421,0.2502972651605232
jan_aug,2024,material_origin,unclear,0,1683,0,1683,0.0,1,1682,0,0.0
jan_aug,2025,material_origin,generative_model,1742,3283,1,3284,0.5306122448979592,6,3277,1742,0.5315837656393042
jan_aug,2025,material_origin,human_or_real_world,2759,3283,1,3284,0.8403898872982029,6,3277,2759,0.8419285932255112
jan_aug,2025,material_origin,not_reported,5,3283,1,3284,0.0015229972586049345,6,3277,0,0.0
jan_aug,2025,material_origin,program_or_simulation,848,3283,1,3284,0.25830033505939687,6,3277,848,0.25877326823314006
jan_aug,2025,material_origin,unclear,1,3283,1,3284,0.0003045994517209869,6,3277,0,0.0
jan_aug,2026,material_origin,generative_model,2942,5734,0,5734,0.5130798744332055,21,5713,2942,0.514965867320147
jan_aug,2026,material_origin,human_or_real_world,4532,5734,0,5734,0.7903732124171607,21,5713,4532,0.7932784876597234
jan_aug,2026,material_origin,not_reported,12,5734,0,5734,0.0020927799093128706,21,5713,0,0.0
jan_aug,2026,material_origin,program_or_simulation,1873,5734,0,5734,0.3266480641785839,21,5713,1873,0.3278487659723438
jan_aug,2026,material_origin,unclear,9,5734,0,5734,0.001569584931984653,21,5713,0,0.0
jan_aug,2024,evaluation_setup,fixed_items,1611,1683,0,1683,0.9572192513368984,0,1683,1611,0.9572192513368984
jan_aug,2024,evaluation_setup,interactive_loop,160,1683,0,1683,0.09506833036244801,0,1683,160,0.09506833036244801
jan_aug,2024,evaluation_setup,runtime_generated_items,112,1683,0,1683,0.06654783125371361,0,1683,112,0.06654783125371361
jan_aug,2025,evaluation_setup,fixed_items,3129,3284,0,3284,0.952801461632156,0,3284,3129,0.952801461632156
jan_aug,2025,evaluation_setup,interactive_loop,507,3284,0,3284,0.1543848964677223,0,3284,507,0.1543848964677223
jan_aug,2025,evaluation_setup,runtime_generated_items,230,3284,0,3284,0.07003654080389768,0,3284,230,0.07003654080389768
jan_aug,2026,evaluation_setup,fixed_items,5445,5733,1,5734,0.9497645211930926,0,5733,5445,0.9497645211930926
jan_aug,2026,evaluation_setup,interactive_loop,1615,5733,1,5734,0.2817024245595674,0,5733,1615,0.2817024245595674
jan_aug,2026,evaluation_setup,runtime_generated_items,429,5733,1,5734,0.07482993197278912,0,5733,429,0.07482993197278912
jan_aug,2024,modality,audio,33,1683,0,1683,0.0196078431372549,0,1683,33,0.0196078431372549
jan_aug,2024,modality,code,262,1683,0,1683,0.1556743909685086,0,1683,262,0.1556743909685086
jan_aug,2024,modality,image,415,1683,0,1683,0.24658348187759951,0,1683,415,0.24658348187759951
jan_aug,2024,modality,structured_data,191,1683,0,1683,0.11348781937017231,0,1683,191,0.11348781937017231
jan_aug,2024,modality,text,1667,1683,0,1683,0.9904931669637552,0,1683,1667,0.9904931669637552
jan_aug,2024,modality,video,66,1683,0,1683,0.0392156862745098,0,1683,66,0.0392156862745098
jan_aug,2025,modality,audio,150,3284,0,3284,0.045676004872107184,0,3284,150,0.045676004872107184
jan_aug,2025,modality,code,523,3284,0,3284,0.15925700365408038,0,3284,523,0.15925700365408038
jan_aug,2025,modality,image,854,3284,0,3284,0.26004872107186355,0,3284,854,0.26004872107186355
jan_aug,2025,modality,structured_data,374,3284,0,3284,0.11388550548112059,0,3284,374,0.11388550548112059
jan_aug,2025,modality,text,3252,3284,0,3284,0.9902557856272838,0,3284,3252,0.9902557856272838
jan_aug,2025,modality,video,274,3284,0,3284,0.08343483556638245,0,3284,274,0.08343483556638245
jan_aug,2026,modality,audio,338,5734,0,5734,0.058946634112312525,0,5734,338,0.058946634112312525
jan_aug,2026,modality,code,1090,5734,0,5734,0.19009417509591908,0,5734,1090,0.19009417509591908
jan_aug,2026,modality,image,1498,5734,0,5734,0.2612486920125567,0,5734,1498,0.2612486920125567
jan_aug,2026,modality,structured_data,1210,5734,0,5734,0.21102197418904778,0,5734,1210,0.21102197418904778
jan_aug,2026,modality,text,5686,5734,0,5734,0.9916288803627485,0,5734,5686,0.9916288803627485
jan_aug,2026,modality,video,459,5734,0,5734,0.08004883153121731,0,5734,459,0.08004883153121731
